image_path,resolution,contrast,sharpness,quality
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\07d22d22e4931cc0e427fd14ff2f05e2_tn-11516492849.jpeg,102400,526.75446,1875.9429329276086,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\07d5f6aad8171f23a77ac5c971226d07_tn-16845267775.jpeg,102400,360.75992,3601.8396638213158,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\07dbcc0966401c208340c89291a02479_tn-14861379261.jpeg,102400,1526.1858,964.3750488280297,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\07debb3329d637c38afcc84c8c8c4871_tn-3244005936.jpeg,102400,378.89975,866.4748702621459,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\07ebec68a46b7098f5b13dcbcb79891f_tn-14119471533.jpeg,102400,781.3895,1835.145485839844,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\085e1c04c4d3d7bc0424eac4b9f3fe8d_tn-18504305265.jpeg,102400,3093.3691,414.13353566884985,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\08a321424c7f654ce1a20d3b3d703149_tn-13275570013.jpeg,102400,1979.8516,2782.593157469177,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\08bc6e38a4cb48930c642da8f9fa815a_tn-13417215571.jpeg,102400,1775.3829,2020.2821578001976,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\09d7487654dc97b1f353847ca9b867a7_tn-17377631205.jpeg,102400,446.97183,1022.7333563903809,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\09d7aefa5197376857b4a6e8e7d5fb72_tn-5742294929.jpeg,102400,1597.7721,6214.469724444486,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\09d86c2baf644925caeab1e26215548c_tn-5751577996.jpeg,102400,4717.92,2916.5848261832243,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a0185cb6f8cae3a97baa935f1f0fac5_tn-17676253024.jpeg,102400,638.3154,5655.75164019432,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a090781f8a8f9adcb4de42f5e08eaef_tn-12096021514.jpeg,102400,497.8157,1514.0435933180809,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a14906c97e84174d3ab73d681983463_tn-4241353917.jpeg,102400,377.64017,425.5982548369408,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a14b8525595ec3e33de4d6189abd3d5_tn-20051414810.jpeg,102400,4385.827,423.2658105467796,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a1f232d6e622f38c68698d9c5d4496c_tn-17422414324.jpeg,102400,288.4272,7462.729167407895,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a3498b18fec5aa20a53b8f4b7066fbe_tn-13077285328.jpeg,102400,1781.4926,152.22621085166926,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a3498b18fec5aa20a53b8f4b7066fbe_tn-15183602516.jpeg,102400,1781.4926,152.22621085166926,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a34d1b3e6369fab228f7e0ec1e37316_tn-21725892318.jpeg,102400,2036.1755,828.9897721004486,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a35d6e88e84d35c64bca1625cff2dce_tn-9082340898.jpeg,102400,3227.3975,1280.80029296875,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a40b3e4a8397064a8fe43b35f827a2c_tn-2761674074.jpeg,102400,135.47235,1008.6811617064475,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a422b7f794962d82eeabaf2f54ffda4_tn-2663936474.jpeg,102400,228.86136,684.8058218002319,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a445bd91d161a8e10391985c656b2d3_tn-18752738637.jpeg,102400,483.36218,916.8097990097045,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a5040f10a850815b44e2c10e25b7363_tn-8073860809.jpeg,102400,967.89594,1205.0876952377319,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a51fc9025684d2a5f67daef7d303a45_tn-13634101916.jpeg,102400,3142.6445,848.99052734375,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a59a99ec2c8c8168a420e12070e6378_tn-18749631852.jpeg,102400,802.10376,1622.1311380042077,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a5b676efaf7df6363436b04429026e9_tn-16974867158.jpeg,102400,4115.993,1115.0589257717133,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a5eb3d1060b1e057ef70b9d18d7ea32_tn-8429515642.jpeg,102400,418.91458,1462.1072934790614,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a5f5f495d16af8437b9d3513a3b7cb4_tn-8058791592.jpeg,102400,1439.0233,1688.1465504431724,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a5f9ae65c030b9b3fb0e3d4c6feeb08_tn-8385430623.jpeg,102400,1717.0085,2092.738872563839,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a61ee358382ad9a2ff5fbce7fabe05f_tn-6670298620.jpeg,102400,561.80774,3017.3385540634163,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a66372f1ef8c6b1c31df15378f2e2b7_tn-18706747271.jpeg,102400,322.34003,6193.816209613706,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a66b398ddf793bf0862680b0dc4458c_tn-18942532970.jpeg,102400,1014.87225,683.7203797263147,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a7ed3440c27be9c2a6831715174ff6d_tn-12228990886.jpeg,102400,245.88823,4147.026476073361,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a8715d8d79dbe5c8a1396ce754c5f18_tn-13609422931.jpeg,102400,1131.6575,373.72499843749995,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0a88072559181ff17563257f28d5739d_tn-3481815263.jpeg,102400,1448.909,446.1211842464446,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0aa5996915e0e77ce81409525bced662_tn-2976267173.jpeg,102400,1617.5393,1604.4166391586305,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0aa5cb322e90fff5cee2e67db14395f6_tn-9334201759.jpeg,102400,207.70837,6747.7167641097085,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0aafe3c742ae7f8e90654394d3fea145_tn-20535241871.jpeg,102400,2437.0762,589.8812679457665,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0abd9824a61767678537b28fca2adffe_tn-4345099860.jpeg,102400,1533.7037,1811.44203384161,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ac2cc2e240f51a83d935b85bdcce581_tn-10171069802.jpeg,102400,334.7702,894.128051751709,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0AC90CFO.jpg,73008,729.6855,2132.756515384053,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ad330366d508de55ebd059e1d3644d5_tn-17529678006.jpeg,102400,171.02895,1098.5519235991478,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ad9adf872f7f389c964cabb5de80cf8_tn-4137360808.jpeg,102400,1299.8352,2283.516007178402,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0adacafb1f1509ae26dbf1e4e67e0d08_tn-21246360577.jpeg,102400,1935.6849,3866.640304256821,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0add2a9cfc1c331959320fc3e66e0d8b_tn-11350666034.jpeg,102400,1461.2394,2042.123383678341,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ae07e9bf1225fe5222473da28d9f743_tn-3214718941.jpeg,102400,2959.3013,1931.2854296871185,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ae38cb041115a736df8b8ba5963743d_tn-4695822812.jpeg,102400,416.01605,711.7563441833496,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ae49ab206c64600582163618946acb1_tn-3459599696.jpeg,102400,3175.4172,1347.8471874862673,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0ae859ca813c17d19e43de1878766a2a_tn-7132905146.jpeg,102400,2268.9053,1908.279667959213,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0af3f46dc6f47b6f7e8d46519ab28284_tn-18706057199.jpeg,102400,1480.1846,266.2802050436974,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0afb3b54e0e720636d0e6c5926a5e50b_tn-9805582336.jpeg,102400,3155.5845,1555.5611621085168,düşük kalite
C:/Users/Mkumru/Desktop/veriAnaliziTumResimler\0afe4fa0460c13b5813bc13b71cfbef8_tn-18851880236.jpeg,102400,4453.4233,548.3119921875,düşük kalite
